ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Kasich,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,30377
Biden,1/27/2020 12:00:00 AM,$0.18,$0.19,$0.17,$0.18,30251
Sanders,1/27/2020 12:00:00 AM,$0.27,$0.28,$0.24,$0.27,42258
Pence,1/27/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,21046
Trump,1/27/2020 12:00:00 AM,$0.48,$0.50,$0.48,$0.48,26826
Gillibrand,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/27/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,11686
Haley,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,23249
Ryan,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Bloomberg,1/27/2020 12:00:00 AM,$0.08,$0.12,$0.08,$0.11,30890
Yang,1/27/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,12964
Buttigieg,1/27/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,26421
Gabbard,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/27/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,38341
Steyer,1/27/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,712
Warren,1/28/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,25678
Booker,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Kasich,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Biden,1/28/2020 12:00:00 AM,$0.18,$0.19,$0.16,$0.16,24165
Sanders,1/28/2020 12:00:00 AM,$0.27,$0.28,$0.25,$0.27,26023
Pence,1/28/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,8505
Trump,1/28/2020 12:00:00 AM,$0.48,$0.48,$0.47,$0.48,15578
Gillibrand,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Zuckerberg,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/28/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,11521
Haley,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,36941
Ryan,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Brown,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/28/2020 12:00:00 AM,$0.11,$0.12,$0.10,$0.10,23954
Yang,1/28/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.05,19005
Buttigieg,1/28/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,20571
Gabbard,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Clinton,1/28/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,13459
Steyer,1/28/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Harris,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/29/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,18540
Booker,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/29/2020 12:00:00 AM,$0.16,$0.18,$0.15,$0.17,25903
Sanders,1/29/2020 12:00:00 AM,$0.27,$0.28,$0.26,$0.27,21893
Pence,1/29/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,5124
Trump,1/29/2020 12:00:00 AM,$0.48,$0.48,$0.47,$0.48,15840
Gillibrand,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/29/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,19658
Haley,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10000
Ryan,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/29/2020 12:00:00 AM,$0.10,$0.12,$0.10,$0.10,23079
Yang,1/29/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,14525
Buttigieg,1/29/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.03,14396
Gabbard,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/29/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.03,22565
Steyer,1/29/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/30/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.04,15660
Booker,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/30/2020 12:00:00 AM,$0.17,$0.18,$0.16,$0.16,16831
Sanders,1/30/2020 12:00:00 AM,$0.27,$0.30,$0.26,$0.28,22014
Pence,1/30/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6920
Trump,1/30/2020 12:00:00 AM,$0.48,$0.49,$0.47,$0.48,22210
Gillibrand,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/30/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6325
Haley,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/30/2020 12:00:00 AM,$0.10,$0.11,$0.10,$0.10,13926
Yang,1/30/2020 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,12405
Buttigieg,1/30/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,18977
Gabbard,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/30/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,9931
Steyer,1/30/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
Harris,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/31/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,14300
Booker,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/31/2020 12:00:00 AM,$0.16,$0.18,$0.13,$0.16,69619
Sanders,1/31/2020 12:00:00 AM,$0.28,$0.32,$0.27,$0.29,37942
Pence,1/31/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,9128
Trump,1/31/2020 12:00:00 AM,$0.48,$0.50,$0.48,$0.48,35080
Gillibrand,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Zuckerberg,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/31/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,56527
Haley,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11
Brown,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
Bloomberg,1/31/2020 12:00:00 AM,$0.10,$0.13,$0.10,$0.11,32506
Yang,1/31/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.05,14956
Buttigieg,1/31/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,34958
Gabbard,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/31/2020 12:00:00 AM,$0.02,$0.05,$0.02,$0.03,60095
Steyer,1/31/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,29
Harris,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Warren,2/1/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,35360
Booker,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Kasich,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/1/2020 12:00:00 AM,$0.16,$0.17,$0.13,$0.13,29263
Sanders,2/1/2020 12:00:00 AM,$0.29,$0.30,$0.26,$0.28,25461
Pence,2/1/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,13079
Trump,2/1/2020 12:00:00 AM,$0.48,$0.49,$0.47,$0.47,22243
Gillibrand,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/1/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,23893
Haley,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/1/2020 12:00:00 AM,$0.11,$0.16,$0.11,$0.14,47535
Yang,2/1/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,18287
Buttigieg,2/1/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,21356
Gabbard,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1124
Clinton,2/1/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,16231
Steyer,2/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,2/2/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,16591
Booker,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Biden,2/2/2020 12:00:00 AM,$0.13,$0.16,$0.13,$0.15,36010
Sanders,2/2/2020 12:00:00 AM,$0.28,$0.30,$0.26,$0.29,23125
Pence,2/2/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,10495
Trump,2/2/2020 12:00:00 AM,$0.47,$0.48,$0.46,$0.46,24128
Gillibrand,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/2/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,30425
Haley,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/2/2020 12:00:00 AM,$0.14,$0.15,$0.11,$0.12,37799
Yang,2/2/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,21524
Buttigieg,2/2/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,25325
Gabbard,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,2/2/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,25267
Steyer,2/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Warren,2/3/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.03,111733
Booker,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/3/2020 12:00:00 AM,$0.15,$0.15,$0.09,$0.10,85829
Sanders,2/3/2020 12:00:00 AM,$0.29,$0.38,$0.27,$0.33,59239
Pence,2/3/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,41062
Trump,2/3/2020 12:00:00 AM,$0.46,$0.48,$0.46,$0.47,43410
Gillibrand,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,876
Cuomo,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/3/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,89317
Haley,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,913
Ryan,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,955
Brown,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/3/2020 12:00:00 AM,$0.12,$0.13,$0.11,$0.13,25388
Yang,2/3/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,34499
Buttigieg,2/3/2020 12:00:00 AM,$0.03,$0.11,$0.02,$0.06,188410
Gabbard,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,2/3/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,9822
Steyer,2/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,927
Warren,2/4/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,70620
Booker,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,908
Kasich,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/4/2020 12:00:00 AM,$0.10,$0.12,$0.07,$0.10,78557
Sanders,2/4/2020 12:00:00 AM,$0.33,$0.37,$0.24,$0.25,38487
Pence,2/4/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,145674
Trump,2/4/2020 12:00:00 AM,$0.47,$0.52,$0.47,$0.51,74021
Gillibrand,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3535
Haley,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1367
Ryan,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,858
Brown,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/4/2020 12:00:00 AM,$0.13,$0.19,$0.12,$0.13,67841
Yang,2/4/2020 12:00:00 AM,$0.05,$0.06,$0.03,$0.03,28057
Buttigieg,2/4/2020 12:00:00 AM,$0.06,$0.11,$0.05,$0.09,122396
Gabbard,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,908
Clinton,2/4/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,45069
Steyer,2/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1513
Harris,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Warren,2/5/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,29999
Booker,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Kasich,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/5/2020 12:00:00 AM,$0.10,$0.10,$0.07,$0.08,45150
Sanders,2/5/2020 12:00:00 AM,$0.25,$0.32,$0.22,$0.28,41607
Pence,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3581
Trump,2/5/2020 12:00:00 AM,$0.51,$0.53,$0.50,$0.52,47005
Gillibrand,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,411
Haley,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/5/2020 12:00:00 AM,$0.13,$0.17,$0.11,$0.14,48618
Yang,2/5/2020 12:00:00 AM,$0.03,$0.05,$0.03,$0.05,38609
Buttigieg,2/5/2020 12:00:00 AM,$0.09,$0.10,$0.07,$0.08,42758
Gabbard,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,2/5/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,13116
Steyer,2/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Harris,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
Warren,2/6/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,71505
Booker,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/6/2020 12:00:00 AM,$0.08,$0.09,$0.06,$0.07,53772
Sanders,2/6/2020 12:00:00 AM,$0.28,$0.33,$0.24,$0.27,46090
Pence,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7820
Trump,2/6/2020 12:00:00 AM,$0.52,$0.56,$0.51,$0.55,52185
Gillibrand,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,16175
Haley,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Brown,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/6/2020 12:00:00 AM,$0.14,$0.15,$0.11,$0.14,44490
Yang,2/6/2020 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,18434
Buttigieg,2/6/2020 12:00:00 AM,$0.08,$0.09,$0.05,$0.08,83096
Gabbard,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
Clinton,2/6/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,24591
Steyer,2/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17501
Harris,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,620
Warren,2/7/2020 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,44717
Booker,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/7/2020 12:00:00 AM,$0.07,$0.09,$0.06,$0.07,54783
Sanders,2/7/2020 12:00:00 AM,$0.27,$0.31,$0.23,$0.27,33248
Pence,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2696
Trump,2/7/2020 12:00:00 AM,$0.55,$0.56,$0.53,$0.55,36936
Gillibrand,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/7/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,80369
Haley,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1600
Ryan,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
O'Rourke,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/7/2020 12:00:00 AM,$0.14,$0.15,$0.12,$0.14,31302
Yang,2/7/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,20577
Buttigieg,2/7/2020 12:00:00 AM,$0.08,$0.13,$0.08,$0.11,47942
Gabbard,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Clinton,2/7/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,6642
Steyer,2/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6550
Harris,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,2/8/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.03,37346
Booker,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/8/2020 12:00:00 AM,$0.07,$0.07,$0.05,$0.05,28075
Sanders,2/8/2020 12:00:00 AM,$0.27,$0.30,$0.26,$0.28,24253
Pence,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,871
Trump,2/8/2020 12:00:00 AM,$0.55,$0.55,$0.53,$0.54,29587
Gillibrand,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/8/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,86653
Haley,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/8/2020 12:00:00 AM,$0.14,$0.15,$0.13,$0.13,11145
Yang,2/8/2020 12:00:00 AM,$0.04,$0.04,$0.02,$0.02,20490
Buttigieg,2/8/2020 12:00:00 AM,$0.11,$0.13,$0.08,$0.08,32916
Gabbard,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,12499
Clinton,2/8/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,8674
Steyer,2/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1050
Harris,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,2/9/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,8384
Booker,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,2/9/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,41468
Sanders,2/9/2020 12:00:00 AM,$0.28,$0.32,$0.28,$0.29,22278
Pence,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,420
Trump,2/9/2020 12:00:00 AM,$0.54,$0.55,$0.53,$0.54,22175
Gillibrand,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,2/9/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.03,49167
Haley,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Brown,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,2/9/2020 12:00:00 AM,$0.13,$0.15,$0.12,$0.14,54902
Yang,2/9/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,16934
Buttigieg,2/9/2020 12:00:00 AM,$0.08,$0.10,$0.08,$0.09,25509
Gabbard,2/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,2/9/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,8351
